Date/Time,Time Interval (Seconds),0A0,0A1,0A2,0A3
2018-06-07 14:34:06:352387,127.6019,17500,14470,25552,11431
2018-06-07 14:34:06:452332,127.7013,16295,27502,5740,15279
2018-06-07 14:34:06:552370,127.8014,18838,32578,12103,10115
2018-06-07 14:34:06:652593,127.9016,8277,23096,17891,6974
2018-06-07 14:34:06:751856,128.0006,24903,10887,17845,8219
2018-06-07 14:34:06:852810,128.1017,18311,25996,21377,487
2018-06-07 14:34:06:952348,128.2012,14878,12097,21772,27410
2018-06-07 14:34:07:051658,128.3006,1744,2875,18214,4059
2018-06-07 14:34:07:152013,128.401,23430,21307,4055,20735
2018-06-07 14:34:07:252537,128.5016,5965,19178,24865,24251
2018-06-07 14:34:07:352702,128.6015,30282,18891,11669,14451
2018-06-07 14:34:07:452262,128.7012,25405,32765,10521,21926
2018-06-07 14:34:07:552594,128.8016,17686,21607,14658,12045
2018-06-07 14:34:07:652318,128.9013,19384,6160,6342,31369
2018-06-07 14:34:07:752574,129.0016,13970,19879,3818,21451
2018-06-07 14:34:07:853068,129.102,25673,17403,15762,909
2018-06-07 14:34:07:952319,129.2013,21103,2011,2635,2710
2018-06-07 14:34:08:052564,129.3015,18285,29429,31164,19509
2018-06-07 14:34:08:151898,129.4009,31752,12319,5333,2451
2018-06-07 14:34:08:252095,129.5009,3520,18823,28530,27953
2018-06-07 14:34:08:351358,129.6001,16175,15854,14554,9200
2018-06-07 14:34:08:452401,129.7014,802,19734,24354,20062
2018-06-07 14:34:08:552056,129.801,23916,22950,15676,25533
2018-06-07 14:34:08:652735,129.9018,18831,7653,10081,26487
2018-06-07 14:34:08:752268,130.0013,6690,13202,25343,9288
2018-06-07 14:34:08:852463,130.1014,11447,28537,3360,29972
2018-06-07 14:34:08:952580,130.2018,5106,14650,5725,16106
2018-06-07 14:34:09:051908,130.3008,30104,18118,10741,10818
2018-06-07 14:34:09:152314,130.4014,18812,23233,8512,11257
2018-06-07 14:34:09:252589,130.5015,19222,26744,7386,18016
2018-06-07 14:34:09:351917,130.6009,16217,24743,23172,29091
2018-06-07 14:34:09:452847,130.7017,27632,14227,3942,26259
2018-06-07 14:34:09:552531,130.8015,24022,5971,25768,2451
2018-06-07 14:34:09:652597,130.9018,7166,32091,18750,9882
2018-06-07 14:34:09:751495,131.0005,5557,25235,9893,16941
2018-06-07 14:34:09:851759,131.1006,15343,27682,9707,27785
2018-06-07 14:34:09:952057,131.2009,7685,11085,30230,21020
2018-06-07 14:34:10:052583,131.3016,4971,14356,29466,28011
2018-06-07 14:34:10:152435,131.4014,22978,5229,20225,2119
2018-06-07 14:34:10:252383,131.5029,13643,13574,20050,22076
2018-06-07 14:34:10:352022,131.601,561,30484,17443,15192
2018-06-07 14:34:10:452099,131.701,31279,29021,28753,6033
2018-06-07 14:34:10:551887,131.8009,12418,10889,17757,25838
2018-06-07 14:34:10:651818,131.9009,9444,18060,9592,2222
2018-06-07 14:34:10:751939,132.0009,31197,26029,30078,2829
2018-06-07 14:34:10:852250,132.1012,25316,2412,22845,12659
2018-06-07 14:34:10:951831,132.2008,27092,3640,17533,24188
2018-06-07 14:34:11:052069,132.301,29258,32338,18619,20963
2018-06-07 14:34:11:152129,132.4011,13486,3377,4096,28876
2018-06-07 14:34:11:252206,132.5012,4647,21301,23920,12656
2018-06-07 14:34:11:352914,132.6019,10493,9547,17778,82
2018-06-07 14:34:11:451855,132.7006,2013,27520,6767,3567
2018-06-07 14:34:11:552980,132.8018,18263,22325,9549,28148
2018-06-07 14:34:11:652133,132.9014,4073,25645,16353,13882
2018-06-07 14:34:11:751955,133.0009,3970,4923,21604,30864
2018-06-07 14:34:11:852564,133.1015,13978,21246,30586,7564
2018-06-07 14:34:11:952164,133.2011,25595,410,19238,18805
2018-06-07 14:34:12:053077,133.3021,2399,27153,24596,22444
2018-06-07 14:34:12:152157,133.4011,13720,29079,15539,15232
2018-06-07 14:34:12:252782,133.5018,9511,2848,22375,1889
2018-06-07 14:34:12:352369,133.6013,25192,20037,5111,19851
2018-06-07 14:34:12:451911,133.7009,6023,15283,7580,6300
2018-06-07 14:34:12:552164,133.8009,5403,1114,45,13055
2018-06-07 14:34:12:652377,133.9013,31399,25606,14333,24359
2018-06-07 14:34:12:752175,134.0011,17654,2671,24720,31793
2018-06-07 14:34:12:852392,134.1014,19532,13733,13315,19945
2018-06-07 14:34:12:952658,134.2016,22792,11002,18800,26134
2018-06-07 14:34:13:052921,134.3017,32746,30193,18375,7997
2018-06-07 14:34:13:151885,134.4009,1476,4360,16991,12330
2018-06-07 14:34:13:251954,134.5009,2600,15202,19834,5535
2018-06-07 14:34:13:352848,134.6018,17795,4858,27503,18194
2018-06-07 14:34:13:451681,134.7007,2767,4127,12583,13018
2018-06-07 14:34:13:552261,134.8012,14135,6925,1060,31162
2018-06-07 14:34:13:651960,134.9007,31817,18114,31427,21579
2018-06-07 14:34:13:752386,135.0014,26223,1002,3199,27761
2018-06-07 14:34:13:852579,135.1015,15258,18033,1290,16288
2018-06-07 14:34:13:951990,135.201,24503,26947,31649,9942
2018-06-07 14:34:14:052211,135.3012,10084,17703,20343,18613
2018-06-07 14:34:14:152244,135.4012,1929,24709,21165,19110
2018-06-07 14:34:14:252819,135.5018,22714,2839,8390,1583
2018-06-07 14:34:14:352466,135.6016,31761,2098,10493,16539
2018-06-07 14:34:14:452600,135.7016,20468,6379,5049,28678
2018-06-07 14:34:14:552862,135.8017,19823,31824,1117,19867
2018-06-07 14:34:14:653126,135.9019,5917,10962,3431,18393
2018-06-07 14:34:14:751415,136.0002,16868,22145,15108,21188
2018-06-07 14:34:14:851656,136.1004,24230,28854,2068,25034
2018-06-07 14:34:14:952610,136.2014,29015,10088,16929,47
2018-06-07 14:34:15:052393,136.3014,14309,22271,6334,3709
2018-06-07 14:34:15:151867,136.4008,4011,25961,26444,13393
2018-06-07 14:34:15:252143,136.5011,31628,2457,7246,8085
2018-06-07 14:34:15:352428,136.6014,25938,27122,12437,16158
2018-06-07 14:34:15:452396,136.7014,6021,25378,1092,20666
2018-06-07 14:34:15:552883,136.8018,27921,32424,16121,9439
2018-06-07 14:34:15:652340,136.9013,15285,24536,4542,11472
2018-06-07 14:34:15:752616,137.0015,15372,12366,31521,5255
2018-06-07 14:34:15:852897,137.1017,3482,13081,25715,31992
2018-06-07 14:34:15:952654,137.2015,953,31701,13464,14414
2018-06-07 14:34:16:051917,137.3007,16953,30541,11490,4293
2018-06-07 14:34:16:151654,137.4006,19170,20022,26100,2658
2018-06-07 14:34:16:252664,137.5016,12154,14608,4634,31481
2018-06-07 14:34:16:352129,137.601,10582,23348,2653,21722
2018-06-07 14:34:16:452004,137.7009,14380,12788,9901,23413
2018-06-07 14:34:16:551927,137.8009,834,20751,15009,9828
2018-06-07 14:34:16:651693,137.9007,14140,1763,4259,415
2018-06-07 14:34:16:752364,138.0013,21353,22540,24749,17758
2018-06-07 14:34:16:852370,138.1013,25308,7307,7738,4804
2018-06-07 14:34:16:952636,138.2015,16718,9041,15555,22919
2018-06-07 14:34:17:052524,138.3015,8157,25981,30757,26364
2018-06-07 14:34:17:151369,138.4003,29400,25318,25645,26494
2018-06-07 14:34:17:251778,138.5008,20823,32168,11734,31010
2018-06-07 14:34:17:352056,138.601,12266,12735,8296,28497
2018-06-07 14:34:17:452307,138.7011,12843,15988,12769,32077
2018-06-07 14:34:17:551733,138.8006,5300,1859,25907,18553
2018-06-07 14:34:17:651831,138.9008,10990,21116,5607,17722
2018-06-07 14:34:17:752681,139.0017,21657,7520,22091,25418
2018-06-07 14:34:17:851973,139.101,24171,28822,10332,28012
2018-06-07 14:34:17:951684,139.2007,25473,14051,4982,10608
2018-06-07 14:34:18:051945,139.3008,27743,14216,28892,3305
2018-06-07 14:34:18:152945,139.4018,16949,26666,15660,27954
2018-06-07 14:34:18:251929,139.5009,13246,7789,30593,25661
